u,v,key,name,highway,length,maxspeed,lanes,oneway,geometry_wkt
4154950040,4154950043,0,,living_street,29.215,,,False,"LINESTRING (77.1298005 28.501626, 77.1298133 28.5018885)"
4154950040,9824975803,0,,residential,427.06100000000004,,,False,"LINESTRING (77.1298005 28.501626, 77.1298445 28.5016018, 77.1301308 28.5014689, 77.1308362 28.5010835, 77.1311983 28.5008961, 77.1317455 28.5005849, 77.1324375 28.5002243, 77.1330625 28.4999037, 77.1335385 28.4996382)"
4154950040,4154950060,0,,residential,133.142,,,False,"LINESTRING (77.1298005 28.501626, 77.1291171 28.50203, 77.1291064 28.5020371, 77.129098 28.502046, 77.1290911 28.5020563, 77.1290881 28.5020693, 77.1290368 28.5024919)"
4154950043,4154950040,0,,living_street,29.215,,,False,"LINESTRING (77.1298133 28.5018885, 77.1298005 28.501626)"
4154950053,4154950054,0,,residential,112.437,,,False,"LINESTRING (77.1365475 28.5022878, 77.1353969 28.5022806)"
4154950054,4154950072,0,,living_street,94.511,,,False,"LINESTRING (77.1353969 28.5022806, 77.1354428 28.5031296)"
4154950054,4154950053,0,,residential,112.437,,,False,"LINESTRING (77.1353969 28.5022806, 77.1365475 28.5022878)"
4154950054,2507510492,0,,living_street,403.783,,,False,"LINESTRING (77.1353969 28.5022806, 77.1353793 28.5020619, 77.1353738 28.5019329, 77.1353514 28.5015413, 77.1353412 28.500941, 77.1352811 28.4986511)"
4154950060,4154950040,0,,residential,133.142,,,False,"LINESTRING (77.1290368 28.5024919, 77.1290881 28.5020693, 77.1290911 28.5020563, 77.129098 28.502046, 77.1291064 28.5020371, 77.1291171 28.50203, 77.1298005 28.501626)"
4154950066,6322745991,0,,residential,109.717,,,False,"LINESTRING (77.1256073 28.5028001, 77.1256303 28.5037866)"
4154950069,4154950072,0,,living_street,106.213,,,False,"LINESTRING (77.1365282 28.5030788, 77.1354428 28.5031296)"
4154950070,4154950072,0,,living_street,201.59900000000002,,,False,"LINESTRING (77.1333916 28.5031166, 77.1344696 28.5030928, 77.1345309 28.5030997, 77.1347111 28.503149, 77.1347818 28.5031601, 77.1348555 28.5031619, 77.1350856 28.5031561, 77.1354428 28.5031296)"
4154950072,4154950054,0,,living_street,94.511,,,False,"LINESTRING (77.1354428 28.5031296, 77.1353969 28.5022806)"
4154950072,4154950069,0,,living_street,106.213,,,False,"LINESTRING (77.1354428 28.5031296, 77.1365282 28.5030788)"
4154950072,2507510488,0,,living_street,169.966,,,False,"LINESTRING (77.1354428 28.5031296, 77.135441 28.5032463, 77.1354763 28.5039189, 77.135482 28.5039341, 77.1354911 28.503939, 77.1355007 28.5039421, 77.1357941 28.5039358, 77.1358158 28.503937, 77.1358269 28.5039449, 77.1358327 28.5039549, 77.1358389 28.5039982, 77.1358661 28.5043571)"
4154950072,4154950070,0,,living_street,201.59900000000002,,,False,"LINESTRING (77.1354428 28.5031296, 77.1350856 28.5031561, 77.1348555 28.5031619, 77.1347818 28.5031601, 77.1347111 28.503149, 77.1345309 28.5030997, 77.1344696 28.5030928, 77.1333916 28.5031166)"
4154950265,4155025196,0,Avenue 13,tertiary,69.513,,,False,"LINESTRING (77.1297763 28.5108098, 77.12987 28.5114295)"
4154950265,2009680209,0,Avenue 13,tertiary,193.17,,,False,"LINESTRING (77.1297763 28.5108098, 77.1297182 28.5104255, 77.1296939 28.5103724, 77.1296562 28.5103398, 77.1296262 28.5103244, 77.1294364 28.5102815, 77.1294157 28.5102689, 77.1293989 28.5102507, 77.129387 28.5102323, 77.1293593 28.5101668, 77.1292213 28.5093208, 77.129214 28.5092992, 77.129204 28.5092824, 77.129196 28.5092748)"
4154950267,2009680496,0,Avenue 13,tertiary,12.772,,,False,"LINESTRING (77.1300315 28.5126194, 77.1300584 28.5127318)"
4154950267,4155025196,0,Avenue 13,tertiary,133.249,,,False,"LINESTRING (77.1300315 28.5126194, 77.1300091 28.5124557, 77.12987 28.5114295)"
4154950272,4155025506,0,Avenue 13,tertiary,89.189,,,False,"LINESTRING (77.1301478 28.5133347, 77.1302198 28.5141343)"
4154950272,2009680496,0,Avenue 13,tertiary,67.606,,,False,"LINESTRING (77.1301478 28.5133347, 77.1300584 28.5127318)"
4155020631,4155020632,0,,residential,68.159,,,False,"LINESTRING (77.1375196 28.498442, 77.138217 28.4984328)"
4155020632,4154878357,0,,residential,2.428,,,False,"LINESTRING (77.138217 28.4984328, 77.1382184 28.498411)"
4155020632,4154878386,0,,residential,24.972,,,False,"LINESTRING (77.138217 28.4984328, 77.1382043 28.4986571)"
4155020632,4155020631,0,,residential,68.159,,,False,"LINESTRING (77.138217 28.4984328, 77.1375196 28.498442)"
4155025196,4154950265,0,Avenue 13,tertiary,69.513,,,False,"LINESTRING (77.12987 28.5114295, 77.1297763 28.5108098)"
4155025196,4154950267,0,Avenue 13,tertiary,133.249,,,False,"LINESTRING (77.12987 28.5114295, 77.1300091 28.5124557, 77.1300315 28.5126194)"
4155025506,4154950272,0,Avenue 13,tertiary,89.189,,,False,"LINESTRING (77.1302198 28.5141343, 77.1301478 28.5133347)"
4155267805,9857174893,0,,living_street,186.688,,,False,"LINESTRING (77.1476524 28.4984546, 77.1476339 28.4984741, 77.1476074 28.4984882, 77.1475789 28.4984935, 77.1475068 28.4984971, 77.1470457 28.4984957, 77.145758 28.4985234)"
4155267807,9857174893,0,100 feet Road,tertiary,3.32,,2,True,"LINESTRING (77.1457459 28.4985513, 77.145758 28.4985234)"
4162320471,2009133697,0,,residential,95.089,,,False,"LINESTRING (77.1422965 28.5238212, 77.1413233 28.523833)"
4162320476,2009601984,0,,residential,28.743,,,False,"LINESTRING (77.1345228 28.5240984, 77.1342326 28.5241409)"
4162320476,4162320482,0,,residential,53.834,,,False,"LINESTRING (77.1345228 28.5240984, 77.1345156 28.5245825)"
4162320476,2009601978,0,,residential,36.625,,,False,"LINESTRING (77.1345228 28.5240984, 77.1347649 28.5240713, 77.134823 28.5240603, 77.1348901 28.5240389)"
4162320482,4162320476,0,,residential,53.834,,,False,"LINESTRING (77.1345156 28.5245825, 77.1345228 28.5240984)"
4162335106,2009602018,0,,residential,40.821,,,False,"LINESTRING (77.133121 28.524534, 77.133124 28.5245116, 77.1331312 28.5244926, 77.1331492 28.524476, 77.1331818 28.5244579, 77.1332722 28.5244205, 77.1334568 28.5243426)"
4162335106,2009602076,0,,residential,59.484,,,False,"LINESTRING (77.133121 28.524534, 77.1331295 28.5246158, 77.1331383 28.5247466, 77.1331778 28.5250665)"
4162335106,11273619784,0,,residential,41.358000000000004,,,False,"LINESTRING (77.133121 28.524534, 77.1330516 28.5245532, 77.1329979 28.5245532, 77.1327137 28.5246286)"
4162335120,4162338104,0,,residential,31.147,,,False,"LINESTRING (77.1339713 28.5270905, 77.1338526 28.5270956, 77.1336527 28.5271007)"
4162335120,4162337522,0,,residential,31.48,,,False,"LINESTRING (77.1339713 28.5270905, 77.1340343 28.5270839, 77.1342006 28.5270721, 77.1342903 28.5270544)"
4162335120,4162338108,0,,residential,34.269999999999996,,,False,"LINESTRING (77.1339713 28.5270905, 77.1340135 28.5272023, 77.1340381 28.5272563, 77.1340482 28.5272839, 77.1340537 28.5273083, 77.1340596 28.5273865)"
4162335173,9869869829,0,,residential,138.58999999999997,,,False,"LINESTRING (77.1308737 28.5338166, 77.1309959 28.5338411, 77.1310938 28.5338592, 77.1311809 28.5338814, 77.1312553 28.5339019, 77.1313371 28.5339231, 77.1313961 28.5339267, 77.1314275 28.5339194, 77.1314546 28.5339017, 77.1315142 28.5338454, 77.1315418 28.5338217, 77.1315785 28.533798, 77.1316416 28.5337712, 77.1317457 28.5337386, 77.1318537 28.5337063, 77.1319481 28.5336856, 77.1320741 28.5336583, 77.1321389 28.5336457, 77.1321923 28.5336377)"
4162335229,4162335235,0,,residential,71.998,,,False,"LINESTRING (77.1324451 28.5246695, 77.1326667 28.5246719, 77.1326799 28.5246759, 77.132694 28.5246821, 77.1327002 28.5246888, 77.1327051 28.5246981, 77.1327118 28.5247195, 77.1327627 28.5250093, 77.1327819 28.5251001)"
4162335235,4162335477,0,,residential,30.825,,,False,"LINESTRING (77.1327819 28.5251001, 77.1327969 28.525377)"
4162335235,2009602079,0,,residential,30.539,,,False,"LINESTRING (77.1327819 28.5251001, 77.1326548 28.5251101, 77.1324704 28.525123)"
4162335235,2009602076,0,,residential,38.865,,,False,"LINESTRING (77.1327819 28.5251001, 77.1328687 28.52509, 77.1331778 28.5250665)"
4162335235,4162335229,0,,residential,71.998,,,False,"LINESTRING (77.1327819 28.5251001, 77.1327627 28.5250093, 77.1327118 28.5247195, 77.1327051 28.5246981, 77.1327002 28.5246888, 77.132694 28.5246821, 77.1326799 28.5246759, 77.1326667 28.5246719, 77.1324451 28.5246695)"
4162335355,2009133752,0,,residential,12.733,,,False,"LINESTRING (77.1409348 28.5245795, 77.1409334 28.524465)"
4162335355,2009133777,0,,residential,19.983,,,False,"LINESTRING (77.1409348 28.5245795, 77.1409372 28.5247592)"
4162335355,4162335466,0,,residential,38.653,,,False,"LINESTRING (77.1409348 28.5245795, 77.1413304 28.5245845)"
4162335466,2009133853,0,,residential,87.736,,,False,"LINESTRING (77.1413304 28.5245845, 77.1413379 28.5253735)"
4162335466,2009133697,0,,residential,83.566,,,False,"LINESTRING (77.1413304 28.5245845, 77.1413233 28.523833)"
4162335466,4162335355,0,,residential,38.653,,,False,"LINESTRING (77.1413304 28.5245845, 77.1409348 28.5245795)"
4162335477,4162335235,0,,residential,30.825,,,False,"LINESTRING (77.1327969 28.525377, 77.1327819 28.5251001)"
4162335488,2009602128,0,,residential,68.084,,,False,"LINESTRING (77.1364461 28.5261065, 77.1357493 28.5261167)"
4162335600,4162338104,0,,residential,50.865,,,False,"LINESTRING (77.1337659 28.5275462, 77.1336883 28.5272836, 77.133669 28.5272198, 77.1336596 28.5271756, 77.1336527 28.5271007)"
4162335601,2009602242,0,,residential,37.534,,,False,"LINESTRING (77.1351727 28.527759, 77.1351791 28.5280965)"
4162335601,4162337531,0,,residential,24.544,,,False,"LINESTRING (77.1351727 28.527759, 77.1351685 28.5275383)"
4162335601,11542765102,0,,residential,44.606,,,False,"LINESTRING (77.1351727 28.527759, 77.1347164 28.5277732)"
4162335751,4162337537,0,,residential,86.21799999999999,,,False,"LINESTRING (77.1348012 28.5288765, 77.1347965 28.5287828, 77.1347892 28.5286697, 77.1347811 28.5285536, 77.1347704 28.5284647, 77.134741 28.5282934, 77.1347169 28.5281708, 77.1347073 28.5281064)"
4162335753,4162337541,0,,residential,117.30499999999999,,,False,"LINESTRING (77.1349293 28.5295316, 77.1348602 28.5295086, 77.1347972 28.5294892, 77.1346993 28.5294644, 77.1346158 28.5294476, 77.1345384 28.5294397, 77.1343717 28.5294199, 77.1343417 28.5294129, 77.1343137 28.5294031, 77.1342809 28.5293784, 77.1342644 28.5293554, 77.1342529 28.5293314, 77.1342165 28.5292329, 77.1341857 28.5291433, 77.1341635 28.5290444, 77.1341568 28.5289834, 77.1341612 28.5289374)"
4162336805,4162338144,0,,residential,116.62700000000001,,,False,"LINESTRING (77.1334923 28.5324725, 77.1334735 28.5323735, 77.1334487 28.5322816, 77.1334273 28.5321997, 77.133383 28.5320601, 77.1333669 28.5320056, 77.1333582 28.5319641, 77.1333327 28.531835, 77.1333113 28.5317555, 77.1332831 28.5316948, 77.1332583 28.5316536, 77.1332254 28.5316068, 77.1331101 28.5315007)"
4162337489,2009602050,0,,residential,24.606,,,False,"LINESTRING (77.1346534 28.524908, 77.1349048 28.5248947)"
4162337489,2009602053,0,,residential,32.043,,,False,"LINESTRING (77.1346534 28.524908, 77.1343268 28.5249344)"
4162337489,4162337505,0,,residential,73.249,,,False,"LINESTRING (77.1346534 28.524908, 77.1346913 28.5255659)"
4162337505,4162337489,0,,residential,73.249,,,False,"LINESTRING (77.1346913 28.5255659, 77.1346534 28.524908)"
4162337522,4162335120,0,,residential,31.48,,,False,"LINESTRING (77.1342903 28.5270544, 77.1342006 28.5270721, 77.1340343 28.5270839, 77.1339713 28.5270905)"
4162337522,2009602172,0,,residential,18.304000000000002,,,False,"LINESTRING (77.1342903 28.5270544, 77.1343736 28.5270379, 77.1344737 28.5270208)"
4162337522,4162338108,0,,residential,70.616,,,False,"LINESTRING (77.1342903 28.5270544, 77.1343218 28.52715, 77.134362 28.5272796, 77.1343969 28.5273798, 77.1340596 28.5273865)"
4162337524,4162338104,0,,residential,37.742,,,False,"LINESTRING (77.1332665 28.5271086, 77.1335448 28.5271015, 77.1336527 28.5271007)"
4162337531,4162335601,0,,residential,24.544,,,False,"LINESTRING (77.1351685 28.5275383, 77.1351727 28.527759)"
4162337531,2009602204,0,,residential,59.214,,,False,"LINESTRING (77.1351685 28.5275383, 77.1357746 28.5275349)"
4162337531,2009602209,0,,residential,59.712,,,False,"LINESTRING (77.1351685 28.5275383, 77.1345573 28.5275417)"
4162337537,2009602242,0,,residential,46.105,,,False,"LINESTRING (77.1347073 28.5281064, 77.1351791 28.5280965)"
4162337537,2009602245,0,,residential,16.523,,,False,"LINESTRING (77.1347073 28.5281064, 77.134651 28.5281053, 77.1346048 28.5281048, 77.1345586 28.5281001, 77.134539 28.5280962)"
4162337537,4162335751,0,,residential,86.218,,,False,"LINESTRING (77.1347073 28.5281064, 77.1347169 28.5281708, 77.134741 28.5282934, 77.1347704 28.5284647, 77.1347811 28.5285536, 77.1347892 28.5286697, 77.1347965 28.5287828, 77.1348012 28.5288765)"
4162337541,4162335753,0,,residential,117.30499999999999,,,False,"LINESTRING (77.1341612 28.5289374, 77.1341568 28.5289834, 77.1341635 28.5290444, 77.1341857 28.5291433, 77.1342165 28.5292329, 77.1342529 28.5293314, 77.1342644 28.5293554, 77.1342809 28.5293784, 77.1343137 28.5294031, 77.1343417 28.5294129, 77.1343717 28.5294199, 77.1345384 28.5294397, 77.1346158 28.5294476, 77.1346993 28.5294644, 77.1347972 28.5294892, 77.1348602 28.5295086, 77.1349293 28.5295316)"
4162337541,2009602245,0,,residential,102.848,,,False,"LINESTRING (77.1341612 28.5289374, 77.1341699 28.5288988, 77.1341991 28.5288538, 77.1342353 28.5288099, 77.1342473 28.5287868, 77.1342554 28.5287463, 77.1342701 28.5286697, 77.1342829 28.5285819, 77.1343186 28.5283923, 77.134332 28.5283641, 77.1343615 28.5283264, 77.1344513 28.5281979, 77.134539 28.5280962)"
4162337541,9828043743,0,,residential,153.033,,,False,"LINESTRING (77.1341612 28.5289374, 77.1339305 28.5287109, 77.1338259 28.5286249, 77.1337572 28.5285583, 77.1337501 28.5285483, 77.1337469 28.5285382, 77.1336566 28.5282744, 77.1335962 28.5280964, 77.1334729 28.5277394)"
4162338100,2009602158,0,,residential,15.946,,,False,"LINESTRING (77.1331505 28.5266821, 77.1333137 28.5266799)"
4162338104,4162337524,0,,residential,37.742,,,False,"LINESTRING (77.1336527 28.5271007, 77.1335448 28.5271015, 77.1332665 28.5271086)"
4162338104,4162335120,0,,residential,31.147,,,False,"LINESTRING (77.1336527 28.5271007, 77.1338526 28.5270956, 77.1339713 28.5270905)"
4162338104,4162335600,0,,residential,50.864999999999995,,,False,"LINESTRING (77.1336527 28.5271007, 77.1336596 28.5271756, 77.133669 28.5272198, 77.1336883 28.5272836, 77.1337659 28.5275462)"
4162338108,2009602245,0,,residential,99.669,,,False,"LINESTRING (77.1340596 28.5273865, 77.1340685 28.5274792, 77.1340765 28.5275617, 77.1340804 28.5275851, 77.1340914 28.5276151, 77.1341139 28.5276634, 77.1341602 28.5277185, 77.134182 28.5277474, 77.1342017 28.5277818, 77.1342093 28.5278103, 77.1342146 28.527868, 77.134228 28.5279081, 77.1342956 28.527988, 77.1343654 28.5280364, 77.1344324 28.528067, 77.1344928 28.5280882, 77.134539 28.5280962)"
4162338108,4162335120,0,,residential,34.27,,,False,"LINESTRING (77.1340596 28.5273865, 77.1340537 28.5273083, 77.1340482 28.5272839, 77.1340381 28.5272563, 77.1340135 28.5272023, 77.1339713 28.5270905)"
4162338108,4162337522,0,,residential,70.616,,,False,"LINESTRING (77.1340596 28.5273865, 77.1343969 28.5273798, 77.134362 28.5272796, 77.1343218 28.52715, 77.1342903 28.5270544)"
4162338144,4162336805,0,,residential,116.62699999999998,,,False,"LINESTRING (77.1331101 28.5315007, 77.1332254 28.5316068, 77.1332583 28.5316536, 77.1332831 28.5316948, 77.1333113 28.5317555, 77.1333327 28.531835, 77.1333582 28.5319641, 77.1333669 28.5320056, 77.133383 28.5320601, 77.1334273 28.5321997, 77.1334487 28.5322816, 77.1334735 28.5323735, 77.1334923 28.5324725)"
4162338144,4162341089,0,,residential,103.34799999999998,,,False,"LINESTRING (77.1331101 28.5315007, 77.1329936 28.5315324, 77.1328179 28.5315901, 77.1327347 28.5316184, 77.1326246 28.531643, 77.1324342 28.5316766, 77.1323095 28.5316942, 77.1322223 28.5317031, 77.13218 28.5317045, 77.1321446 28.5317021, 77.1321204 28.531696, 77.1320909 28.5316807)"
4162338144,9828043738,0,,residential,216.0,,,False,"LINESTRING (77.1331101 28.5315007, 77.133184 28.5314805, 77.1333422 28.5314287, 77.1334507 28.5314115, 77.1334879 28.5314165, 77.1335032 28.5314311, 77.1335292 28.5314627, 77.1335416 28.5314885, 77.1335506 28.5315128, 77.1335647 28.5315799, 77.1335822 28.531676, 77.1336029 28.5317608, 77.1336948 28.5320418, 77.1337304 28.5321679, 77.1337538 28.5322539, 77.1337753 28.5323543, 77.1337894 28.5324289, 77.1338143 28.5325574, 77.1338291 28.5326423, 77.1338497 28.5327022, 77.1338852 28.5327758, 77.133904 28.5328121, 77.1339572 28.5329488)"
4162338199,11490975565,0,,residential,88.175,,,False,"LINESTRING (77.13126 28.5353553, 77.131532 28.5352588, 77.1317111 28.5351876, 77.131868 28.5351318, 77.1320431 28.5350841, 77.1321022 28.5350745)"
4162338199,9869840787,0,,residential,202.347,,,False,"LINESTRING (77.13126 28.5353553, 77.1312607 28.535415, 77.1312643 28.5354718, 77.1312713 28.5355435, 77.1312801 28.5356321, 77.131274 28.5356596, 77.1312493 28.5356993, 77.131219 28.5357383, 77.1311796 28.5357747, 77.1311374 28.5358045, 77.1310845 28.5358316, 77.1310239 28.5358428, 77.1309509 28.535843, 77.1307922 28.5358401, 77.130631 28.5358456, 77.1303055 28.5358651, 77.130276 28.5358715, 77.1302599 28.535885, 77.1302527 28.5359095, 77.1302499 28.5362909, 77.1302515 28.5364218)"
4162338199,4162342504,0,,residential,218.67000000000002,,,False,"LINESTRING (77.13126 28.5353553, 77.1312733 28.535283, 77.1313209 28.5351626, 77.1313353 28.5351007, 77.1313286 28.5350237, 77.1313144 28.5349826, 77.131282 28.5349389, 77.131228 28.5348862, 77.1311801 28.5348494, 77.1310702 28.5347714, 77.1309906 28.5347262, 77.1308755 28.5346689, 77.1307936 28.534643, 77.1306822 28.5346216, 77.1305286 28.5346058, 77.1304006 28.5345987, 77.1302673 28.5346013, 77.1301704 28.5345847, 77.1300774 28.5345513, 77.1299746 28.534495, 77.1299209 28.5344428, 77.1298929 28.5343959, 77.1298709 28.5343373, 77.1298603 28.5342853, 77.1298597 28.534267)"
4162338290,2009602138,0,,residential,35.882,,,False,"LINESTRING (77.1341362 28.5264794, 77.134118 28.5261571)"
4162338361,4162340518,0,,residential,57.82,,,False,"LINESTRING (77.1331054 28.5332919, 77.1330424 28.5332418, 77.1329585 28.5331499, 77.1328901 28.5330463, 77.1328382 28.5329641, 77.1327889 28.5328589)"
4162338361,4162338364,0,,residential,24.056,,,False,"LINESTRING (77.1331054 28.5332919, 77.1331044 28.5333065, 77.1331091 28.5333237, 77.1331725 28.5334327, 77.1332209 28.5334773)"
4162338361,9828043738,0,,residential,91.956,,,False,"LINESTRING (77.1331054 28.5332919, 77.1331195 28.5332763, 77.1331907 28.5332349, 77.133365 28.5331678, 77.133501 28.5331181, 77.1336935 28.5330392, 77.1338105 28.5329944, 77.1339572 28.5329488)"
4162338364,4162340527,0,,residential,24.05,,,False,"LINESTRING (77.1332209 28.5334773, 77.1329813 28.533527)"
4162338364,9827842716,0,,residential,16.055,,,False,"LINESTRING (77.1332209 28.5334773, 77.1332458 28.5335311, 77.1332619 28.533566, 77.1332772 28.5335908, 77.133293 28.5336058)"
4162338364,4162338361,0,,residential,24.056,,,False,"LINESTRING (77.1332209 28.5334773, 77.1331725 28.5334327, 77.1331091 28.5333237, 77.1331044 28.5333065, 77.1331054 28.5332919)"
4162338366,4162342491,0,,residential,19.816,,,False,"LINESTRING (77.1281641 28.5336266, 77.1279613 28.5336304)"
4162338366,9827194334,0,,residential,63.979,,,False,"LINESTRING (77.1281641 28.5336266, 77.1281478 28.5330514)"
4162338366,9827194335,0,,residential,51.952999999999996,,,False,"LINESTRING (77.1281641 28.5336266, 77.128519 28.5336228, 77.1286959 28.5336229)"
4162340518,11491034273,0,,residential,50.943,,,False,"LINESTRING (77.1327889 28.5328589, 77.1332706 28.5326834)"
4162340518,4162338361,0,,residential,57.82,,,False,"LINESTRING (77.1327889 28.5328589, 77.1328382 28.5329641, 77.1328901 28.5330463, 77.1329585 28.5331499, 77.1330424 28.5332418, 77.1331054 28.5332919)"
4162340518,11491034270,0,,residential,21.15,,,False,"LINESTRING (77.1327889 28.5328589, 77.1327587 28.5327906, 77.1327326 28.5327234, 77.1327112 28.5326815)"
4162340527,4162338364,0,,residential,24.05,,,False,"LINESTRING (77.1329813 28.533527, 77.1332209 28.5334773)"
4162340527,9870130832,0,,residential,38.169,,,False,"LINESTRING (77.1329813 28.533527, 77.1331215 28.5338474)"
4162340527,9869869829,0,,residential,78.753,,,False,"LINESTRING (77.1329813 28.533527, 77.1328278 28.5335546, 77.1327279 28.5335829, 77.1326253 28.5336155, 77.1325837 28.5336257, 77.1325397 28.5336304, 77.1324925 28.5336311, 77.1323461 28.5336288, 77.1322776 28.533631, 77.1322127 28.5336347, 77.1321923 28.5336377)"
4162340547,11491038477,0,,residential,42.238,,,False,"LINESTRING (77.1341695 28.5340239, 77.1341867 28.5340725, 77.1342038 28.5341088, 77.1342261 28.5341395, 77.1342677 28.5341888, 77.1343093 28.5342292, 77.1344223 28.5343242)"
4162340547,11491038474,0,,residential,22.098,,,False,"LINESTRING (77.1341695 28.5340239, 77.1341441 28.5340242, 77.1341153 28.5340159, 77.134085 28.5339992, 77.1340611 28.5339817, 77.1339873 28.5339178)"
4162340547,9828043738,0,,residential,122.17400000000002,,,False,"LINESTRING (77.1341695 28.5340239, 77.1341701 28.5339616, 77.1341785 28.5338135, 77.1341764 28.5337387, 77.1341552 28.5336427, 77.1341272 28.5335562, 77.1340804 28.5333974, 77.1340482 28.5332884, 77.1340133 28.5331523, 77.1339858 28.5330604, 77.1339762 28.5330227, 77.1339718 28.533005, 77.1339681 28.5329897, 77.1339647 28.5329741, 77.1339572 28.5329488)"
4162341089,11491034270,0,,residential,138.78899999999996,,,False,"LINESTRING (77.1320909 28.5316807, 77.1320989 28.5318883, 77.1321076 28.5319976, 77.1321183 28.5321031, 77.1321371 28.5321873, 77.1321542 28.5322239, 77.1321814 28.5322686, 77.1322531 28.5323287, 77.1323477 28.5323806, 77.1324131 28.5324038, 77.1324757 28.5324242, 77.1325495 28.5324548, 77.132581 28.5324781, 77.1326146 28.5325084, 77.1326481 28.5325579, 77.1327112 28.5326815)"
4162341089,9827077690,0,,residential,461.589,,,False,"LINESTRING (77.1320909 28.5316807, 77.1320306 28.5316078, 77.1319406 28.5315045, 77.1318468 28.5314262, 77.1317603 28.5313608, 77.1316547 28.531286, 77.1315863 28.531233, 77.1315444 28.5312017, 77.1314967 28.5311646, 77.1314508 28.5311472, 77.1313848 28.531134, 77.1312641 28.5311122, 77.1311279 28.5310872, 77.1311275 28.5310871, 77.1310815 28.5310764, 77.1310357 28.5310614, 77.1309328 28.5310191, 77.1308114 28.5309732, 77.1307575 28.5309599, 77.1306874 28.5309472, 77.1305365 28.5309334, 77.130482 28.5309263, 77.1304406 28.5309169, 77.1303422 28.5308902, 77.1302338 28.5308727, 77.1301731 28.5308704, 77.1300929 28.5308727, 77.1299893 28.530876, 77.1299032 28.5308821, 77.1297345 28.5308818, 77.1296386 28.530886, 77.1294549 28.5308913, 77.12918 28.5309054, 77.1288045 28.5309207, 77.1285014 28.530916, 77.1281366 28.5309148, 77.1276632 28.5309201)"
4162341089,4162338144,0,,residential,103.348,,,False,"LINESTRING (77.1320909 28.5316807, 77.1321204 28.531696, 77.1321446 28.5317021, 77.13218 28.5317045, 77.1322223 28.5317031, 77.1323095 28.5316942, 77.1324342 28.5316766, 77.1326246 28.531643, 77.1327347 28.5316184, 77.1328179 28.5315901, 77.1329936 28.5315324, 77.1331101 28.5315007)"
4162342191,9827194337,0,,residential,5.329,,,False,"LINESTRING (77.1298623 28.5336669, 77.1298452 28.5336527, 77.129815 28.5336465)"
4162342191,11490984552,0,,residential,27.847,,,False,"LINESTRING (77.1298623 28.5336669, 77.1298756 28.5338569, 77.129879 28.5339169)"
4162342191,11490984558,0,,residential,60.491,,,False,"LINESTRING (77.1298623 28.5336669, 77.1299417 28.5336621, 77.1300195 28.5336554, 77.1301255 28.533653, 77.1303943 28.5336471, 77.1304666 28.5336486, 77.1304807 28.5336502)"
4162342489,9827194335,0,,residential,26.916,,,False,"LINESTRING (77.1289713 28.5336302, 77.1286959 28.5336229)"
4162342489,9827194337,0,,residential,82.531,,,False,"LINESTRING (77.1289713 28.5336302, 77.1291687 28.533629, 77.1293067 28.5336263, 77.1294583 28.5336289, 77.1295786 28.5336303, 77.1296953 28.5336334, 77.1297605 28.5336386, 77.129815 28.5336465)"
4162342489,9827673780,0,,residential,121.90899999999999,,,False,"LINESTRING (77.1289713 28.5336302, 77.1291257 28.5332153, 77.1291354 28.5332006, 77.1291511 28.5331859, 77.1291853 28.5331682, 77.1292263 28.5331616, 77.1298535 28.5331759)"
4162342491,4162338366,0,,residential,19.816,,,False,"LINESTRING (77.1279613 28.5336304, 77.1281641 28.5336266)"
4162342504,9867275577,0,,residential,315.32499999999993,,,False,"LINESTRING (77.1298597 28.534267, 77.1297339 28.534292, 77.1296479 28.5343085, 77.1295234 28.534334, 77.1294161 28.5343319, 77.1293043 28.534315, 77.1292125 28.5342855, 77.1291329 28.5342507, 77.1290475 28.5342101, 77.1290135 28.5342009, 77.1289659 28.5341929, 77.1287931 28.5341893, 77.1286482 28.5341949, 77.1284788 28.5342095, 77.1281869 28.5342171, 77.127975 28.5342194, 77.1278033 28.5342077, 77.1276826 28.5341747, 77.1276073 28.5341471, 77.1275532 28.5341143, 77.1275217 28.5340875, 77.1274399 28.534005, 77.1273487 28.5339025, 77.1272964 28.5338377, 77.1272488 28.5337735, 77.1272154 28.5337254, 77.1271705 28.5336673, 77.1271205 28.5336186, 77.1270725 28.5335788, 77.1270061 28.5335435)"
4162342504,4162338199,0,,residential,218.67000000000002,,,False,"LINESTRING (77.1298597 28.534267, 77.1298603 28.5342853, 77.1298709 28.5343373, 77.1298929 28.5343959, 77.1299209 28.5344428, 77.1299746 28.534495, 77.1300774 28.5345513, 77.1301704 28.5345847, 77.1302673 28.5346013, 77.1304006 28.5345987, 77.1305286 28.5346058, 77.1306822 28.5346216, 77.1307936 28.534643, 77.1308755 28.5346689, 77.1309906 28.5347262, 77.1310702 28.5347714, 77.1311801 28.5348494, 77.131228 28.5348862, 77.131282 28.5349389, 77.1313144 28.5349826, 77.1313286 28.5350237, 77.1313353 28.5351007, 77.1313209 28.5351626, 77.1312733 28.535283, 77.13126 28.5353553)"
4162342504,11490984550,0,,residential,12.186,,,False,"LINESTRING (77.1298597 28.534267, 77.1298592 28.5342536, 77.129869 28.5341578)"
