u,v,key,name,highway,length,maxspeed,lanes,oneway,geometry_wkt
6438498141,6438498140,0,,residential,29.887999999999998,,,False,"LINESTRING (77.1480384 28.6306579, 77.1479514 28.6305068, 77.1478996 28.6304183)"
6438498142,6438498138,0,,residential,30.923,,,False,"LINESTRING (77.1486834 28.6303565, 77.1485544 28.6301025)"
6438498142,6438498141,0,,residential,71.317,,,False,"LINESTRING (77.1486834 28.6303565, 77.1480384 28.6306579)"
6438498142,6438498137,0,,residential,19.195999999999998,,,False,"LINESTRING (77.1486834 28.6303565, 77.1487338 28.6304275, 77.1487949 28.6304985)"
6438498143,9840759600,0,,residential,13.625,,,False,"LINESTRING (77.146772 28.6312216, 77.1468294 28.6313333)"
6438498143,6438498139,0,,residential,27.453,,,False,"LINESTRING (77.146772 28.6312216, 77.1466417 28.6310028)"
6438498143,6438498141,0,,residential,138.584,,,False,"LINESTRING (77.146772 28.6312216, 77.1480384 28.6306579)"
6438498145,2637094837,0,,residential,117.946,,,False,"LINESTRING (77.1474312 28.629649, 77.1485012 28.629156)"
6438498145,2637094845,0,,residential,137.753,,,False,"LINESTRING (77.1474312 28.629649, 77.1461897 28.6302383)"
6438498145,6438498130,0,,residential,49.627,,,False,"LINESTRING (77.1474312 28.629649, 77.1476776 28.6300394)"
6438498145,6438498146,0,,residential,44.731,,,False,"LINESTRING (77.1474312 28.629649, 77.1472071 28.6292981)"
6438498146,6437460011,0,,residential,138.352,,,False,"LINESTRING (77.1472071 28.6292981, 77.1459598 28.6298893)"
6438498146,6437460012,0,,residential,119.445,,,False,"LINESTRING (77.1472071 28.6292981, 77.1482887 28.6287955)"
6438498146,6438498145,0,,residential,44.731,,,False,"LINESTRING (77.1472071 28.6292981, 77.1474312 28.629649)"
6438498146,6437460015,0,,residential,51.974,,,False,"LINESTRING (77.1472071 28.6292981, 77.1469389 28.6288943)"
6438498147,6437460014,0,,residential,59.225,,,False,"LINESTRING (77.1454383 28.629006, 77.1457175 28.6294789)"
6438498147,9692699485,0,,residential,61.841,,,False,"LINESTRING (77.1454383 28.629006, 77.1451468 28.6285122)"
6438498147,9692699487,0,,residential,122.877,,,False,"LINESTRING (77.1454383 28.629006, 77.1465452 28.6284795)"
6438616458,6438616459,0,,secondary_link,10.111,,,False,"LINESTRING (77.088648 28.5317777, 77.0885596 28.531825)"
6438616459,6438616458,0,,secondary_link,10.111,,,False,"LINESTRING (77.0885596 28.531825, 77.088648 28.5317777)"
6438616459,3742542811,0,Old Delhi Gurgaon Road,secondary,122.878,,,True,"LINESTRING (77.0885596 28.531825, 77.0886163 28.5319082, 77.0892054 28.5327733)"
6438635041,6192600558,0,Cariappa Marg,primary,231.192,,,True,"LINESTRING (77.1311363 28.6035404, 77.1289752 28.6043907)"
6438635041,2505993577,0,,residential,20.09,,,False,"LINESTRING (77.1311363 28.6035404, 77.1311125 28.6035013, 77.1310747 28.6034277, 77.1310487 28.603377)"
6438712280,9865723733,0,,residential,25.027,,,False,"LINESTRING (77.1328893 28.6396205, 77.1330275 28.6394309)"
6438712423,6438712429,0,,residential,75.315,,,False,"LINESTRING (77.1430778 28.6414664, 77.1435231 28.6420196)"
6438712423,6438712424,0,,residential,95.703,,,False,"LINESTRING (77.1430778 28.6414664, 77.143898 28.6409946)"
6438712423,6649903430,0,,residential,72.301,,,False,"LINESTRING (77.1430778 28.6414664, 77.1426594 28.6409298)"
6438712424,6438712423,0,,residential,95.703,,,False,"LINESTRING (77.143898 28.6409946, 77.1430778 28.6414664)"
6438712424,6438712425,0,,residential,37.203,,,False,"LINESTRING (77.143898 28.6409946, 77.1436812 28.6407194)"
6438712424,6438712426,0,,residential,72.488,,,False,"LINESTRING (77.143898 28.6409946, 77.1443297 28.6415251)"
6438712425,6438712424,0,,residential,37.203,,,False,"LINESTRING (77.1436812 28.6407194, 77.143898 28.6409946)"
6438712425,9855548379,0,,residential,37.625,,,False,"LINESTRING (77.1436812 28.6407194, 77.1434624 28.6404408)"
6438712425,6649903416,0,,residential,149.054,,,False,"LINESTRING (77.1436812 28.6407194, 77.1439871 28.640516, 77.1439993 28.6405164, 77.1440115 28.6405208, 77.1446211 28.6413435)"
6438712426,6438712424,0,,residential,72.488,,,False,"LINESTRING (77.1443297 28.6415251, 77.143898 28.6409946)"
6438712426,6649903416,0,,residential,34.878,,,False,"LINESTRING (77.1443297 28.6415251, 77.1446211 28.6413435)"
6438712426,6438712429,0,,residential,96.018,,,False,"LINESTRING (77.1443297 28.6415251, 77.1435231 28.6420196)"
6438712427,6438712428,0,,residential,9.327,,,False,"LINESTRING (77.1449762 28.641134, 77.1450549 28.6410864)"
6438712427,6649903416,0,,residential,41.756,,,False,"LINESTRING (77.1449762 28.641134, 77.1446211 28.6413435)"
6438712428,4264405242,0,Girdhari Lal Goswami Marg,secondary,13.654,,,True,"LINESTRING (77.1450549 28.6410864, 77.1449765 28.6409847)"
6438712428,6438712427,0,,residential,9.327,,,False,"LINESTRING (77.1450549 28.6410864, 77.1449762 28.641134)"
6438712429,6438712423,0,,residential,75.315,,,False,"LINESTRING (77.1435231 28.6420196, 77.1430778 28.6414664)"
6438712429,6438712426,0,,residential,96.018,,,False,"LINESTRING (77.1435231 28.6420196, 77.1443297 28.6415251)"
6438712789,9865723733,0,,residential,58.358,,,False,"LINESTRING (77.1333438 28.6389855, 77.1330275 28.6394309)"
6438849794,2009631921,0,,residential,92.692,,,False,"LINESTRING (77.1213585 28.5372561, 77.1215594 28.5380708)"
6438849794,9869681330,0,,residential,27.355,,,False,"LINESTRING (77.1213585 28.5372561, 77.1213337 28.5371595, 77.1213007 28.5370154)"
6438849794,6438849796,0,,residential,174.185,,,False,"LINESTRING (77.1213585 28.5372561, 77.1208252 28.5372756, 77.1206399 28.5372817, 77.1201459 28.5372897, 77.1195763 28.5373042)"
6438849796,6192569772,0,,residential,36.724,,,False,"LINESTRING (77.1195763 28.5373042, 77.1195939 28.5376341)"
6438849796,2009631905,0,,residential,214.33299999999997,,,False,"LINESTRING (77.1195763 28.5373042, 77.1195562 28.5368211, 77.1195592 28.5368089, 77.1195682 28.5367957, 77.1195902 28.5367869, 77.1196171 28.5367861, 77.1207307 28.5367488, 77.1211772 28.5367398)"
6438849796,6438849794,0,,residential,174.185,,,False,"LINESTRING (77.1195763 28.5373042, 77.1201459 28.5372897, 77.1206399 28.5372817, 77.1208252 28.5372756, 77.1213585 28.5372561)"
6439049449,9843353243,0,,residential,23.273,,,False,"LINESTRING (77.2071183 28.6356648, 77.2072272 28.635851)"
6439049449,6439049451,0,Doctor Lane,residential,30.523,,,False,"LINESTRING (77.2071183 28.6356648, 77.2069714 28.6356483, 77.2068071 28.6356389)"
6439049449,9843216016,0,Doctor Lane,residential,45.162,,,False,"LINESTRING (77.2071183 28.6356648, 77.2071639 28.6356595, 77.2072081 28.6356412, 77.2075157 28.6354641)"
6439049451,6439049449,0,Doctor Lane,residential,30.523,,,False,"LINESTRING (77.2068071 28.6356389, 77.2069714 28.6356483, 77.2071183 28.6356648)"
6439049451,9843218520,0,Doctor Lane,residential,166.22899999999998,,,False,"LINESTRING (77.2068071 28.6356389, 77.2063055 28.6349621, 77.2059056 28.6343709)"
6439049451,562591572,0,,residential,63.58,,,False,"LINESTRING (77.2068071 28.6356389, 77.2063714 28.6358843, 77.2062588 28.6359477)"
6439096344,6439096345,0,,residential,41.169,,,False,"LINESTRING (77.1425208 28.5798372, 77.1423526 28.5794977)"
6439096344,2507708890,0,,residential,76.003,,,False,"LINESTRING (77.1425208 28.5798372, 77.1427298 28.5797439, 77.1429203 28.5796622, 77.1429868 28.579642, 77.143101 28.5796181, 77.1432432 28.5795975)"
6439096344,2507708856,0,,residential,231.096,,,False,"LINESTRING (77.1425208 28.5798372, 77.1422878 28.5799592, 77.1421523 28.5800305, 77.1420469 28.5800782, 77.14196 28.5801028, 77.1418768 28.5801175, 77.1417516 28.5801327, 77.1416733 28.5801391, 77.1410534 28.5801731, 77.141003 28.5801819, 77.1409493 28.5801936, 77.1409062 28.580209, 77.1408364 28.580242, 77.1403286 28.5804953)"
6439096345,6439096344,0,,residential,41.169,,,False,"LINESTRING (77.1423526 28.5794977, 77.1425208 28.5798372)"
6439123554,2637094871,0,,residential,48.549,,,False,"LINESTRING (77.1453715 28.6324071, 77.1450219 28.6320965)"
6439123554,9582990216,0,,residential,35.579,,,False,"LINESTRING (77.1453715 28.6324071, 77.1455345 28.6326933)"
6439123554,6439123558,0,,residential,184.901,,,False,"LINESTRING (77.1453715 28.6324071, 77.145542 28.6323419, 77.1470627 28.6316583)"
6439123558,9855498484,0,,residential,60.528,,,False,"LINESTRING (77.1470627 28.6316583, 77.1471115 28.6317089, 77.1471681 28.6317538, 77.1472806 28.6318275, 77.1473885 28.6319046, 77.1475458 28.6319963)"
6439123558,9840759600,0,,residential,42.874,,,False,"LINESTRING (77.1470627 28.6316583, 77.1469067 28.6314716, 77.1468294 28.6313333)"
6439123558,6439123554,0,,residential,184.901,,,False,"LINESTRING (77.1470627 28.6316583, 77.145542 28.6323419, 77.1453715 28.6324071)"
6439132176,11017460784,0,,residential,27.829,,,False,"LINESTRING (77.1308957 28.6393777, 77.131153 28.6394856)"
6439132176,9865809403,0,,residential,108.814,,,False,"LINESTRING (77.1308957 28.6393777, 77.1312553 28.6385064, 77.1312754 28.6384576)"
6439164655,6439164658,0,Panchkuian Road,secondary,58.656000000000006,,3,True,"LINESTRING (77.2137395 28.6363948, 77.2138972 28.6363046, 77.2142417 28.636105)"
6439164655,6439164662,0,Basant Road,residential,36.257999999999996,,,True,"LINESTRING (77.2137395 28.6363948, 77.2137849 28.6364016, 77.2138453 28.6364146, 77.2140997 28.6364741)"
6439164658,345265121,0,Panchkuian Road,secondary,338.011,,3,True,"LINESTRING (77.2142417 28.636105, 77.2170018 28.6345059, 77.2170779 28.6344607, 77.2171312 28.6344291)"
6439164662,1666858658,0,Basant Road,residential,117.4,,,False,"LINESTRING (77.2140997 28.6364741, 77.2147056 28.6373862)"
6439164662,6439164658,0,Basant Road,residential,43.346000000000004,,,True,"LINESTRING (77.2140997 28.6364741, 77.2141121 28.6364311, 77.2141644 28.6362875, 77.2142087 28.6361827, 77.2142417 28.636105)"
6439396529,6439396530,0,,residential,6.242,,,False,"LINESTRING (77.1706852 28.5628688, 77.1707381 28.5628373)"
6439396529,2431985817,0,Kama Koti Marg,tertiary,344.662,,2,True,"LINESTRING (77.1706852 28.5628688, 77.1712129 28.5631678, 77.1714677 28.5633009, 77.1718298 28.5634781, 77.1722603 28.563653, 77.1730691 28.5639253, 77.1738522 28.5642149)"
6439396530,6439396529,0,,residential,6.242,,,False,"LINESTRING (77.1707381 28.5628373, 77.1706852 28.5628688)"
6439396530,5347477207,0,Kama Koti Marg,tertiary,103.565,,2,True,"LINESTRING (77.1707381 28.5628373, 77.1706697 28.5628003, 77.1698744 28.5622972)"
6439396530,4231886854,0,,residential,16.092,,,False,"LINESTRING (77.1707381 28.5628373, 77.170812 28.5627799, 77.1708615 28.5627414)"
6466354701,4231806643,0,,residential,70.828,,,False,"LINESTRING (77.1727004 28.5848861, 77.1725786 28.5851434, 77.1725794 28.5851623, 77.1725916 28.5851792, 77.1726157 28.5851935, 77.172933 28.5852869)"
6466425261,6466425262,0,,living_street,153.061,,,False,"LINESTRING (77.1702338 28.5712194, 77.1716635 28.5716776, 77.1717062 28.5716913)"
6466425262,4231823286,0,Amar Shaheed Babu Ganu Marg,residential,44.287,,,False,"LINESTRING (77.1717062 28.5716913, 77.1715995 28.5720784)"
6466425262,5351633770,0,Amar Shaheed Babu Ganu Marg,residential,12.248999999999999,,,False,"LINESTRING (77.1717062 28.5716913, 77.1717171 28.5716633, 77.1717469 28.5715871)"
6466425262,6466425261,0,,living_street,153.061,,,False,"LINESTRING (77.1717062 28.5716913, 77.1716635 28.5716776, 77.1702338 28.5712194)"
6474825709,2805319540,0,,residential,4.717,,,True,"LINESTRING (77.1692618 28.5757583, 77.1692835 28.5757204)"
6485009721,6485009727,0,,secondary_link,40.619,,,False,"LINESTRING (77.2091292 28.6128911, 77.2087137 28.6129109)"
6485009721,3644091680,0,Vijay Chowk,secondary,77.882,,,True,"LINESTRING (77.2091292 28.6128911, 77.209105 28.6125272, 77.2090925 28.6123253, 77.2090843 28.6122588, 77.2090484 28.6121999)"
6485009727,6485009721,0,,secondary_link,40.619,,,False,"LINESTRING (77.2087137 28.6129109, 77.2091292 28.6128911)"
6485009727,267196344,0,Vijay Chowk,secondary,113.134,,,True,"LINESTRING (77.2087137 28.6129109, 77.2087494 28.6135572, 77.2087617 28.613751, 77.208773 28.613927)"
6485109512,943830810,0,,residential,92.581,,,False,"LINESTRING (77.2015326 28.6089904, 77.2015686 28.6098224)"
6485109512,3742428848,0,,residential,61.075,,,False,"LINESTRING (77.2015326 28.6089904, 77.2014937 28.6084422)"
6485109512,6485109516,0,,residential,132.816,,,False,"LINESTRING (77.2015326 28.6089904, 77.2014055 28.6089902, 77.2010028 28.6089973, 77.2005978 28.6090091, 77.2001732 28.6090328)"
6485109516,943831772,0,,residential,170.07,,,False,"LINESTRING (77.2001732 28.6090328, 77.2002889 28.6105589)"
6485109516,943831482,0,,residential,86.259,,,False,"LINESTRING (77.2001732 28.6090328, 77.2001193 28.6082585)"
6485109516,6485109512,0,,residential,132.816,,,False,"LINESTRING (77.2001732 28.6090328, 77.2005978 28.6090091, 77.2010028 28.6089973, 77.2014055 28.6089902, 77.2015326 28.6089904)"
6485442929,6485442930,0,,tertiary_link,7.425,,,False,"LINESTRING (77.1301842 28.5931293, 77.1302543 28.5931034)"
6485442929,427828150,0,Thimayya Marg,tertiary,395.49399999999997,,,True,"LINESTRING (77.1301842 28.5931293, 77.1302378 28.5932332, 77.1302554 28.5932674, 77.130562 28.5938686, 77.1305807 28.5939058, 77.1313717 28.5954811, 77.1313959 28.5955283, 77.1316363 28.5959986, 77.1316735 28.5960888, 77.1316777 28.5961286, 77.1316664 28.5962307, 77.1316153 28.5964034)"
6485442930,6485442929,0,,tertiary_link,7.425,,,False,"LINESTRING (77.1302543 28.5931034, 77.1301842 28.5931293)"
6485442930,427828187,0,Thimayya Marg,tertiary,885.853,,,True,"LINESTRING (77.1302543 28.5931034, 77.1297088 28.5919546, 77.1288832 28.5903114, 77.1288527 28.5902418, 77.1288064 28.5901477, 77.1283085 28.5891365, 77.1277055 28.5879608, 77.1266157 28.5858059)"
6485510823,9565961635,0,,residential,37.4,,,False,"LINESTRING (77.1259398 28.595221, 77.1260983 28.5955272)"
6485519046,9828022318,0,,residential,81.91,,,False,"LINESTRING (77.1312665 28.5853832, 77.1313075 28.5854752, 77.1313214 28.5855163, 77.1313251 28.5855504, 77.1313154 28.5855812, 77.1312889 28.5856169, 77.1312637 28.5856484, 77.1312284 28.5856946, 77.131222 28.585736, 77.1312351 28.585778, 77.1312666 28.5858446, 77.1313212 28.5859499, 77.1313809 28.5860566)"
6485519046,4231757228,0,,residential,41.924,,,False,"LINESTRING (77.1312665 28.5853832, 77.1311964 28.5852513, 77.1310798 28.5850437)"
6485519046,9828022334,0,,residential,76.298,,,False,"LINESTRING (77.1312665 28.5853832, 77.1315519 28.5852722, 77.1315876 28.5852658, 77.1316282 28.585268, 77.1316577 28.5852851, 77.1317032 28.5853357, 77.1317267 28.5853537, 77.1317509 28.5853642, 77.1317848 28.5853618, 77.131965 28.5853057)"
6485576705,6485576707,0,,residential,39.852,,,False,"LINESTRING (77.1275034 28.5980645, 77.1273333 28.5977387)"
6485576705,9865632932,0,,residential,108.602,,,False,"LINESTRING (77.1275034 28.5980645, 77.1268957 28.5983418, 77.1267315 28.5983475, 77.1265835 28.5983118, 77.1264767 28.5983339)"
6485576705,12809069265,0,,residential,25.419,,,False,"LINESTRING (77.1275034 28.5980645, 77.1275349 28.598126, 77.1275853 28.5982221, 77.1276109 28.5982727)"
6485576706,9865632973,0,,residential,92.637,,,False,"LINESTRING (77.126652 28.5964011, 77.1270394 28.5971616)"
6485576706,9565961630,0,,residential,13.134,,,False,"LINESTRING (77.126652 28.5964011, 77.1265296 28.5964501)"
6485576706,9865632964,0,,residential,91.64200000000001,,,False,"LINESTRING (77.126652 28.5964011, 77.1266779 28.5963905, 77.1275025 28.5960524)"
6485576707,6485576705,0,,residential,39.852,,,False,"LINESTRING (77.1273333 28.5977387, 77.1275034 28.5980645)"
6485576707,9865632973,0,,residential,70.294,,,False,"LINESTRING (77.1273333 28.5977387, 77.1270394 28.5971616)"
6485576707,6485576708,0,,residential,146.891,,,False,"LINESTRING (77.1273333 28.5977387, 77.1286675 28.5971281)"
6485576708,6485576707,0,,residential,146.891,,,False,"LINESTRING (77.1286675 28.5971281, 77.1273333 28.5977387)"
6485943125,6485943148,0,,residential,86.793,,,False,"LINESTRING (77.1214617 28.5853377, 77.1214833 28.5853312, 77.1215613 28.5853003, 77.1218374 28.5852035, 77.1218638 28.5851967, 77.1218938 28.5852024, 77.1219127 28.585222, 77.1220681 28.5855416)"
6485943125,9828143779,0,,residential,53.83299999999999,,,False,"LINESTRING (77.1214617 28.5853377, 77.12141 28.5853576, 77.121392 28.5853646, 77.1210875 28.5854809, 77.1210017 28.5855174, 77.1209605 28.5855387)"
6485943125,6485943126,0,,residential,42.977000000000004,,,False,"LINESTRING (77.1214617 28.5853377, 77.1215017 28.5854286, 77.1215514 28.5855454, 77.1216177 28.5856991)"
6485943126,6485943148,0,,residential,47.336,,,False,"LINESTRING (77.1216177 28.5856991, 77.1220681 28.5855416)"
6485943126,6485943134,0,,residential,51.419,,,False,"LINESTRING (77.1216177 28.5856991, 77.1215202 28.5857375, 77.1212079 28.5858596, 77.1211358 28.5858855)"
6485943126,6485943125,0,,residential,42.977,,,False,"LINESTRING (77.1216177 28.5856991, 77.1215514 28.5855454, 77.1215017 28.5854286, 77.1214617 28.5853377)"
6485943126,9833078780,0,,residential,42.243,,,False,"LINESTRING (77.1216177 28.5856991, 77.1216838 28.5858657, 77.1217258 28.5859628, 77.1217643 28.5860565)"
6485943134,6485943126,0,,residential,51.419,,,False,"LINESTRING (77.1211358 28.5858855, 77.1212079 28.5858596, 77.1215202 28.5857375, 77.1216177 28.5856991)"
6485943134,6485943149,0,,residential,45.668,,,False,"LINESTRING (77.1211358 28.5858855, 77.1207606 28.5860422, 77.1207119 28.5860588)"
6485943134,9828143779,0,,residential,42.192,,,False,"LINESTRING (77.1211358 28.5858855, 77.1210348 28.5856836, 77.1210067 28.585631, 77.1209605 28.5855387)"
6485943134,9833036438,0,,residential,40.605,,,False,"LINESTRING (77.1211358 28.5858855, 77.1212295 28.5861012, 77.1212577 28.5861724, 77.1212793 28.5862282)"
6485943135,6485943141,0,,residential,9.888,,,False,"LINESTRING (77.1219893 28.5864963, 77.1220824 28.5864613)"
6485943135,9828020837,0,,residential,39.998,,,False,"LINESTRING (77.1219893 28.5864963, 77.1220874 28.5866876, 77.1221116 28.5867367, 77.1221577 28.5868242)"
6485943135,6485943147,0,,residential,50.016000000000005,,,False,"LINESTRING (77.1219893 28.5864963, 77.1216117 28.5866407, 77.1215197 28.586676)"
6485943141,6485943150,0,,residential,40.076,,,False,"LINESTRING (77.1220824 28.5864613, 77.122457 28.586314)"
6485943141,6485943150,1,,residential,115.43900000000002,,,False,"LINESTRING (77.1220824 28.5864613, 77.1219348 28.5861821, 77.1219312 28.5861536, 77.1219432 28.5861272, 77.1219673 28.5861103, 77.1222596 28.586008, 77.1222836 28.586005, 77.1223031 28.5860149, 77.1223156 28.5860285, 77.122457 28.586314)"
6485943141,6485943135,0,,residential,9.888,,,False,"LINESTRING (77.1220824 28.5864613, 77.1219893 28.5864963)"
6485943147,9828143756,0,,residential,85.564,,,False,"LINESTRING (77.1215197 28.586676, 77.1213862 28.5863829, 77.1213674 28.5863605, 77.1213385 28.5863475, 77.1213039 28.5863513, 77.1209122 28.5864789)"
6485943147,6485943135,0,,residential,50.016000000000005,,,False,"LINESTRING (77.1215197 28.586676, 77.1216117 28.5866407, 77.1219893 28.5864963)"
6485943147,6485943151,0,,residential,46.284,,,False,"LINESTRING (77.1215197 28.586676, 77.1214285 28.5867126, 77.1211337 28.5868285, 77.1210895 28.5868504)"
6485943147,9833036432,0,,residential,38.498,,,False,"LINESTRING (77.1215197 28.586676, 77.1215994 28.5868488, 77.1216381 28.5869291, 77.1216707 28.5869958)"
6485943148,6485943126,0,,residential,47.336,,,False,"LINESTRING (77.1220681 28.5855416, 77.1216177 28.5856991)"
6485943148,9833078780,0,,residential,87.22999999999999,,,False,"LINESTRING (77.1220681 28.5855416, 77.1221997 28.5858177, 77.1222085 28.58584, 77.1222071 28.5858661, 77.1221929 28.5858826, 77.1220988 28.5859252, 77.1219885 28.5859698, 77.1219065 28.5859997, 77.1218411 28.5860257, 77.1217787 28.5860515, 77.1217643 28.5860565)"
6485943148,6485943125,0,,residential,86.793,,,False,"LINESTRING (77.1220681 28.5855416, 77.1219127 28.585222, 77.1218938 28.5852024, 77.1218638 28.5851967, 77.1218374 28.5852035, 77.1215613 28.5853003, 77.1214833 28.5853312, 77.1214617 28.5853377)"
6485943149,9832515557,0,,residential,38.042,,,False,"LINESTRING (77.1207119 28.5860588, 77.1208623 28.5863744)"
6485943149,6485943134,0,,residential,45.668,,,False,"LINESTRING (77.1207119 28.5860588, 77.1207606 28.5860422, 77.1211358 28.5858855)"
6485943149,9828020827,0,,residential,41.103,,,False,"LINESTRING (77.1207119 28.5860588, 77.1205887 28.5857933, 77.120572 28.5857678, 77.1205482 28.5857489, 77.1205212 28.5857399)"
6485943150,6485943141,0,,residential,40.076,,,False,"LINESTRING (77.122457 28.586314, 77.1220824 28.5864613)"
6485943150,6485943141,1,,residential,115.439,,,False,"LINESTRING (77.122457 28.586314, 77.1223156 28.5860285, 77.1223031 28.5860149, 77.1222836 28.586005, 77.1222596 28.586008, 77.1219673 28.5861103, 77.1219432 28.5861272, 77.1219312 28.5861536, 77.1219348 28.5861821, 77.1220824 28.5864613)"
6485943150,9828020837,0,,residential,87.225,,,False,"LINESTRING (77.122457 28.586314, 77.1225886 28.5866017, 77.1226004 28.5866335, 77.1225954 28.5866528, 77.1225789 28.5866628, 77.1222961 28.5867698, 77.1222338 28.5867941, 77.1221769 28.5868163, 77.1221577 28.5868242)"
6485943151,9828143756,0,,residential,44.79,,,False,"LINESTRING (77.1210895 28.5868504, 77.1209122 28.5864789)"
6485943151,9832099886,0,,residential,36.524,,,False,"LINESTRING (77.1210895 28.5868504, 77.1212395 28.5871513)"
6485943151,6485943147,0,,residential,46.284000000000006,,,False,"LINESTRING (77.1210895 28.5868504, 77.1211337 28.5868285, 77.1214285 28.5867126, 77.1215197 28.586676)"
6485943152,6485943154,0,,residential,104.71799999999999,,,False,"LINESTRING (77.1195066 28.5861021, 77.1199706 28.5859302, 77.1204963 28.5857393)"
6485943154,9828020827,0,,residential,2.432,,,False,"LINESTRING (77.1204963 28.5857393, 77.1205212 28.5857399)"
6485943154,6485943152,0,,residential,104.71799999999999,,,False,"LINESTRING (77.1204963 28.5857393, 77.1199706 28.5859302, 77.1195066 28.5861021)"
6485943154,9836074968,0,,residential,90.187,,,False,"LINESTRING (77.1204963 28.5857393, 77.1202252 28.5852271, 77.1201341 28.5849942)"
6485943155,3862390207,0,General E D'Souza Road,tertiary,157.818,,,False,"LINESTRING (77.1213771 28.5874273, 77.1228555 28.5868536)"
6485943155,9832099886,0,,residential,33.502,,,False,"LINESTRING (77.1213771 28.5874273, 77.1212395 28.5871513)"
6485943155,9859562361,0,General E D'Souza Road,tertiary,237.563,,,False,"LINESTRING (77.1213771 28.5874273, 77.1208331 28.5876515, 77.1202565 28.5878819, 77.1199528 28.5879996, 77.1192693 28.588237, 77.1191466 28.5882789)"
6486110394,12139329077,0,,residential,24.392,,,False,"LINESTRING (77.1380932 28.62828, 77.1379878 28.6280811)"
6486110394,6728724287,0,,residential,51.167,,,False,"LINESTRING (77.1380932 28.62828, 77.1383303 28.6286904)"
6486110394,6486110397,0,,residential,128.64100000000002,,,False,"LINESTRING (77.1380932 28.62828, 77.1376252 28.6284741, 77.1373769 28.6285853, 77.1373677 28.6285859, 77.1373591 28.6285829, 77.1373523 28.6285759, 77.1371474 28.6281826)"
6486110396,12139329077,0,,residential,27.335,,,False,"LINESTRING (77.1378697 28.6278582, 77.1379878 28.6280811)"
6486110396,6486110398,0,,residential,32.305,,,False,"LINESTRING (77.1378697 28.6278582, 77.13757 28.6279815)"
6486110396,7222700337,0,,residential,24.938,,,False,"LINESTRING (77.1378697 28.6278582, 77.138098 28.6277575)"
6486110397,6486110394,0,,residential,128.641,,,False,"LINESTRING (77.1371474 28.6281826, 77.1373523 28.6285759, 77.1373591 28.6285829, 77.1373677 28.6285859, 77.1373769 28.6285853, 77.1376252 28.6284741, 77.1380932 28.62828)"
6486110397,6486110398,0,,residential,46.929,,,False,"LINESTRING (77.1371474 28.6281826, 77.1374834 28.628027, 77.13757 28.6279815)"
6486110397,7222700334,0,,residential,67.16499999999999,,,False,"LINESTRING (77.1371474 28.6281826, 77.1370697 28.6280065, 77.137066 28.6279912, 77.1370687 28.6279783, 77.1370791 28.6279709, 77.1374512 28.6277873)"
6486110398,6486110396,0,,residential,32.305,,,False,"LINESTRING (77.13757 28.6279815, 77.1378697 28.6278582)"
6486110398,7222700334,0,,residential,24.51,,,False,"LINESTRING (77.13757 28.6279815, 77.1374512 28.6277873)"
6486110398,6486110397,0,,residential,46.929,,,False,"LINESTRING (77.13757 28.6279815, 77.1374834 28.628027, 77.1371474 28.6281826)"
6486110399,7222700334,0,,residential,32.849,,,False,"LINESTRING (77.1372955 28.6275254, 77.1374512 28.6277873)"
6486110399,6438326067,0,O.P. Bharti Marg,residential,37.244,,,True,"LINESTRING (77.1372955 28.6275254, 77.1376391 28.6273797)"
6486133931,9969529512,0,,residential,69.51299999999999,,1,False,"LINESTRING (77.1186297 28.5926501, 77.1186448 28.5926811, 77.1187645 28.5929256, 77.1188043 28.593002, 77.1188296 28.5930551, 77.1188995 28.5930301, 77.1189216 28.593077, 77.1189908 28.5930495)"
6486204388,10303750902,0,,residential,67.007,,,False,"LINESTRING (77.1490398 28.6255269, 77.1484397 28.6258196)"
6486204388,6486204389,0,,residential,68.93,,,False,"LINESTRING (77.1490398 28.6255269, 77.1491674 28.6261366)"
6486204388,9840938195,0,,residential,77.105,,,False,"LINESTRING (77.1490398 28.6255269, 77.1488918 28.6248682, 77.1488877 28.6248588, 77.1488781 28.6248503)"
6486204389,2637094814,0,Sanatan Dharam Marg,residential,79.774,,,False,"LINESTRING (77.1491674 28.6261366, 77.1484247 28.6264361)"
6486204389,6486204388,0,,residential,68.93,,,False,"LINESTRING (77.1491674 28.6261366, 77.1490398 28.6255269)"
6486204389,9843139875,0,,residential,116.567,,,False,"LINESTRING (77.1491674 28.6261366, 77.1492481 28.6265131, 77.1492481 28.626585, 77.1492405 28.6266117, 77.1492212 28.6266281, 77.148676 28.626883)"
6486270777,9869543823,0,,residential,25.036,,,False,"LINESTRING (77.1278848 28.540835, 77.1276285 28.540834)"
6486270777,6496826416,0,,residential,70.102,,,False,"LINESTRING (77.1278848 28.540835, 77.1278959 28.5404602, 77.1278945 28.5404499, 77.1278915 28.5404402, 77.1278825 28.5404355, 77.1278657 28.5404331, 77.1276256 28.5404311)"
6486270777,4211840553,0,,residential,63.339,,,False,"LINESTRING (77.1278848 28.540835, 77.1279261 28.5408352, 77.1280588 28.5408387, 77.1280675 28.5408425, 77.1280716 28.5408528, 77.1280719 28.5408611, 77.1280641 28.541046, 77.1280608 28.5412375, 77.1280635 28.5412497)"
6486326899,2637094831,0,,residential,77.354,,,False,"LINESTRING (77.1503984 28.6282455, 77.1497105 28.628591)"
